id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
ashby:n1:afe7deb5-9cfd-4926-bcb4-058d418592a6,N1,"Software Engineer Intern (Backend, Rust)",Not stated,True,,Internship,,Software,New York City,unknown,,,Rust; C++,2026-08-19T19:57:20.073+00:00,exact,2026-08-19T20:13:56Z,https://jobs.ashbyhq.com/n1/afe7deb5-9cfd-4926-bcb4-058d418592a6
greenhouse:detroitlions:4723291005,Detroit Lions,Quantitative Research Intern,Not stated,True,,Internship,,Quant,"Allen Park, MI 48101",unknown,,,Python,2026-08-19T12:42:06-04:00,exact,2026-08-19T16:58:58Z,https://job-boards.greenhouse.io/detroitlions/jobs/4723291005
greenhouse:generalmatter:5377118008,General Matter,Summer 2027 Internship - Software Engineering,Summer 2027,False,,Internship,,Software,"Los Angeles, CA",unknown,,$32–$46/hr,Python; C++; Linux,2026-08-19T18:16:14-04:00,exact,2026-08-19T22:52:54Z,https://job-boards.greenhouse.io/generalmatter/jobs/5377118008
smartrecruiters:InfiniteQuant:744000144281579,InfiniteQuant,Quantitative Developer - Internship - Summer 2027,Summer 2027,False,,Internship,yes,Quant,"New York, New York, United States (Remote)",unknown,,,Python; C++,2026-08-19T10:29:47.844Z,exact,2026-08-19T10:57:48Z,https://jobs.smartrecruiters.com/InfiniteQuant/744000144281579
workday:copart:/job/Dallas-TX---Headquarters/Site-Reliability-Engineer-Intern_JR110631,Copart,Site Reliability Engineer Intern,Not stated,True,,Internship,,Software,"Dallas, TX - Headquarters",unknown,83,,Python; AWS; GCP; Kubernetes; Linux,2026-08-19T00:00:00Z,date_only,2026-08-19T22:14:30Z,https://copart.wd12.myworkdayjobs.com/copart/job/Dallas-TX---Headquarters/Site-Reliability-Engineer-Intern_JR110631
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-107--400-Collins-Rd-NE--BLDG-107/Software-Engineering-Intern--Summer-2027-_01868241,RTX,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-107 ~ 400 Collins Rd NE ~ BLDG 107,unknown,,,Python; C++; Git,2026-08-19T00:00:00Z,date_only,2026-08-19T14:12:49Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-107--400-Collins-Rd-NE--BLDG-107/Software-Engineering-Intern--Summer-2027-_01868241
workday:moog:/job/Buffalo-NY/Intern--IT-Computer-Science_R-26-19378,Moog,"Intern, IT Computer Science",Fall 2026,False,,Internship,,Software,"Buffalo, NY",unknown,2,,SQL,2026-08-19T00:00:00Z,date_only,2026-08-19T17:52:54Z,https://moog.wd5.myworkdayjobs.com/moog_external_career_site/job/Buffalo-NY/Intern--IT-Computer-Science_R-26-19378
greenhouse:gardacp:6146213004,Garda Capital Partners,Software Engineer Intern,Not stated,True,,Internship,,Software,"New York, New York, United States",unknown,6,,Python; SQL,2026-08-18T16:01:53-04:00,exact,2026-08-18T20:51:25Z,https://job-boards.greenhouse.io/gardacp/jobs/6146213004
oracle:egug.fa.us2.oraclecloud.com:26011015,American Express,"Campus Undergraduate Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Sunrise, FL",Summer 2027,False,,Internship,,Software,"Sunrise, FL, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-18,date_only,2026-08-18T15:05:36Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011015
oracle:ejhp.fa.us6.oraclecloud.com:2621017,Sherwin-Williams,Year-Round IT Database Engineer Co-Op,Not stated,True,,Co-op,,Software,"Cleveland, OH, United States",unknown,94,,,2026-08-18,date_only,2026-08-18T14:11:54Z,https://ejhp.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/2621017
workday:amcor:/job/ASC-Atlanta-HQ-GA/AI-Innovation-Engineer_REQ_93190,Amcor,Intern - AI Innovation Engineer,Not stated,True,,Internship,,Data & ML/AI,ASC Atlanta HQ GA,unknown,,,Python; C#; TypeScript; JavaScript; LLMs; React; Azure; Git,2026-08-18T00:00:00Z,date_only,2026-08-18T11:52:49Z,https://amcor.wd5.myworkdayjobs.com/amcor_external_career_site/job/ASC-Atlanta-HQ-GA/AI-Innovation-Engineer_REQ_93190
workday:clr:/job/Oklahoma-City-OK/Data-Analyst-Intern--Summer-2027-_R02591-1,Continental Resources,Data Analyst Intern (Summer 2027),Summer 2027,False,,Internship,,Data & ML/AI,"Oklahoma City, OK",unknown,,,Python; SQL; HTML/CSS,2026-08-18T00:00:00Z,date_only,2026-08-19T04:36:18Z,https://clr.wd5.myworkdayjobs.com/CLR_Careers/job/Oklahoma-City-OK/Data-Analyst-Intern--Summer-2027-_R02591-1
workday:pimco:/job/Austin-TX-USA/XMLNAME-2027-Summer-Intern---Technology-Analyst--Software-Engineering_R106745,PIMCO,"2027 Summer Intern - Technology Analyst, Software Engineering",Summer 2027,False,,Internship,,Software,"Austin, TX USA",unknown,42,,Python; Java; C++; C#; SQL,2026-08-18T00:00:00Z,date_only,2026-08-18T15:05:36Z,https://pimco.wd1.myworkdayjobs.com/pimco-careers/job/Austin-TX-USA/XMLNAME-2027-Summer-Intern---Technology-Analyst--Software-Engineering_R106745
greenhouse:xantium:4360768009,Xantium,Quantitative Developer Intern,Summer 2027,False,,Internship,,Quant,"London, England, New York, New York",unknown,,,Python; C++,2026-08-17T16:10:20-04:00,exact,2026-08-18T10:02:09Z,https://job-boards.greenhouse.io/xantium/jobs/4360768009
greenhouse:xantium:4371217009,Xantium,Quantitative Researcher Internship,Summer 2027,False,,Internship,,Quant,"London, England, New York, New York",unknown,,,,2026-08-17T16:10:51-04:00,exact,2026-08-18T10:02:09Z,https://job-boards.greenhouse.io/xantium/jobs/4371217009
lever:acds:5a872bb7-8d9f-46e3-9e72-f5c69445e787,ACDS,Align AI Software Development Intern,Not stated,True,,Internship,,Data & ML/AI,"Bentonville, AR",unknown,,15 USD/hr,Python; TypeScript; JavaScript,2026-08-17T15:18:11Z,exact,2026-08-17T15:51:18Z,https://jobs.lever.co/acds/5a872bb7-8d9f-46e3-9e72-f5c69445e787
oracle:efet.fa.us2.oraclecloud.com:218257,Hilton Worldwide,2027 Corporate Summer Internship - Technology (Software Engineering and Cyber),Summer 2027,False,,Internship,,Security,"Memphis, TN, United States; McLean, VA, United States; Dallas, TX, United States",unknown,,$25/hr,,2026-08-17,date_only,2026-08-18T10:02:09Z,https://efet.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1009/job/218257
oracle:egug.fa.us2.oraclecloud.com:26010970,American Express,"Campus Undergraduate Summer Internship Program - 2027 Software Engineer, Technology - New York, NY",Summer 2027,False,,Internship,,Software,"New York, NY, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26010970
oracle:egug.fa.us2.oraclecloud.com:26011082,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- New York, NY",Summer 2027,False,,Internship,,Software,"New York, NY, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T04:37:50Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011082
oracle:egug.fa.us2.oraclecloud.com:26011084,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Sunrise, FL",Summer 2027,False,,Internship,,Software,"Sunrise, FL, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011084
oracle:egug.fa.us2.oraclecloud.com:26011679,American Express,"Campus Undergraduate Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Charlotte, NC",Summer 2027,False,,Internship,,Software,"Charlotte, NC, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T17:56:46Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011679
oracle:egug.fa.us2.oraclecloud.com:26011698,American Express,"Campus Undergraduate Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- New York, NY",Summer 2027,False,,Internship,,Data & ML/AI,"New York, NY, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011698
oracle:egug.fa.us2.oraclecloud.com:26011745,American Express,"Campus Undergraduate Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Sunrise, FL",Summer 2027,False,,Internship,,Data & ML/AI,"Sunrise, FL, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011745
oracle:egug.fa.us2.oraclecloud.com:26011781,American Express,"Campus Undergraduate Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Phoenix, AZ",Summer 2027,False,,Internship,,Software,"Phoenix, AZ, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011781
oracle:egug.fa.us2.oraclecloud.com:26011784,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Phoenix, AZ",Summer 2027,False,,Internship,,Software,"Phoenix, AZ, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011784
oracle:egug.fa.us2.oraclecloud.com:26011796,American Express,"Campus Undergraduate Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Atlanta, GA",Summer 2027,False,,Internship,,Data & ML/AI,"Atlanta, GA, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011796
oracle:egug.fa.us2.oraclecloud.com:26011878,American Express,"Campus Undergraduate Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- New York, NY",Summer 2027,False,,Internship,,Security,"New York, NY, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011878
oracle:egug.fa.us2.oraclecloud.com:26011893,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- New York, NY",Summer 2027,False,,Internship,,Security,"New York, NY, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011893
oracle:egug.fa.us2.oraclecloud.com:26011908,American Express,"Campus Undergraduate Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- Atlanta, GA",Summer 2027,False,,Internship,,Security,"Atlanta, GA, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011908
oracle:egug.fa.us2.oraclecloud.com:26011913,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- Atlanta, GA",Summer 2027,False,,Internship,,Security,"Atlanta, GA, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011913
oracle:egug.fa.us2.oraclecloud.com:26011914,American Express,"Campus Undergraduate Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- Sunrise, FL",Summer 2027,False,,Internship,,Security,"Sunrise, FL, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011914
oracle:egug.fa.us2.oraclecloud.com:26011987,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Charlotte, NC",Summer 2027,False,,Internship,,Software,"Charlotte, NC, United States",unknown,133,,Python; Java; C#; Go; TypeScript; JavaScript; Swift; Kotlin,2026-08-17,date_only,2026-08-17T04:37:50Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011987
oracle:egug.fa.us2.oraclecloud.com:26011991,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- New York, NY",Summer 2027,False,,Internship,,Data & ML/AI,"New York, NY, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011991
oracle:egug.fa.us2.oraclecloud.com:26011999,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Sunrise, FL",Summer 2027,False,,Internship,,Data & ML/AI,"Sunrise, FL, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T21:50:30Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011999
oracle:egug.fa.us2.oraclecloud.com:26012000,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Atlanta, GA",Summer 2027,False,,Internship,,Data & ML/AI,"Atlanta, GA, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012000
oracle:egug.fa.us2.oraclecloud.com:26012375,American Express,"Campus Undergraduate Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Phoenix, AZ",Summer 2027,False,,Internship,,Data & ML/AI,"Phoenix, AZ, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012375
oracle:egug.fa.us2.oraclecloud.com:26012392,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Phoenix, AZ",Summer 2027,False,,Internship,,Data & ML/AI,"Phoenix, AZ, United States",unknown,133,,Python; Java; JavaScript; SQL; LLMs,2026-08-17,date_only,2026-08-17T22:52:14Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012392
oracle:egug.fa.us2.oraclecloud.com:26012444,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- Sunrise, FL",Summer 2027,False,,Internship,,Security,"Sunrise, FL, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T23:49:43Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012444
oracle:egug.fa.us2.oraclecloud.com:26012460,American Express,"Campus Undergraduate Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- Phoenix, AZ",Summer 2027,False,,Internship,,Security,"Phoenix, AZ, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T22:52:14Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012460
oracle:egug.fa.us2.oraclecloud.com:26012462,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Cybersecurity Analyst, Enterprise Technology Services- Phoenix, AZ",Summer 2027,False,,Internship,,Security,"Phoenix, AZ, United States",unknown,133,,Python; Bash,2026-08-17,date_only,2026-08-17T22:52:14Z,https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012462
workday:conagrabrands:/job/Omaha-Nebraska/IT-Infrastructure-Internship---Summer-2027_Req-039788,Conagra Brands,IT Infrastructure Internship - Summer 2027,Summer 2027,False,,Internship,,Software,"Omaha, Nebraska",unknown,14,,,2026-08-17T00:00:00Z,date_only,2026-08-17T21:50:30Z,https://conagrabrands.wd1.myworkdayjobs.com/Careers_US/job/Omaha-Nebraska/IT-Infrastructure-Internship---Summer-2027_Req-039788
workday:conagrabrands:/job/Omaha-Nebraska/Software-Development-Internship---Summer-2027_Req-039787,Conagra Brands,Software Development Internship - Summer 2027,Summer 2027,False,,Internship,,Software,"Omaha, Nebraska",unknown,14,$23/hr,Azure; Git,2026-08-17T00:00:00Z,date_only,2026-08-17T21:50:30Z,https://conagrabrands.wd1.myworkdayjobs.com/Careers_US/job/Omaha-Nebraska/Software-Development-Internship---Summer-2027_Req-039787
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-166--855-35Th-St-NE--BLDG-166/Software-Engineering-Intern--Summer-2027-_01867487,RTX,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-166 ~ 855 35Th St NE ~ BLDG 166,citizens-only,,,Python; C++; Bash; Linux; Git,2026-08-17T00:00:00Z,date_only,2026-08-17T14:54:42Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-166--855-35Th-St-NE--BLDG-166/Software-Engineering-Intern--Summer-2027-_01867487
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-192--1205-Continental-Place-NE--BLDG-192/Software-Engineering-Intern--Summer-2027-_01867324,RTX,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-192 ~ 1205 Continental Place NE ~ BLDG 192,citizens-only,,,Python; C++,2026-08-17T00:00:00Z,date_only,2026-08-17T20:53:05Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-192--1205-Continental-Place-NE--BLDG-192/Software-Engineering-Intern--Summer-2027-_01867324
workday:intel:/job/US-California-Folsom/Software-Development-Graduate-Intern_JR0285451-1,Intel,Software Development Graduate Intern,Not stated,True,,Internship,,Software,"US, California, Folsom",unknown,4758,,Python; C++; PyTorch; TensorFlow; scikit-learn; LLMs; Linux,2026-08-17T00:00:00Z,date_only,2026-08-17T20:53:05Z,https://intel.wd1.myworkdayjobs.com/external/job/US-California-Folsom/Software-Development-Graduate-Intern_JR0285451-1
workday:keybank:/job/Brooklyn-OH/XMLNAME-2027-Summer-Key-Technology---Services--Cyber-Information-Security-Track-Internship--Cleveland_R-41384,KeyBank,2027 Summer Key Technology & Services: Cyber/Information Security Track Internship- Cleveland,Summer 2027,False,,Internship,,Security,"Brooklyn, OH",unknown,,$25/hr,Python; C#; JavaScript; SQL; HTML/CSS; GCP; Tableau,2026-08-17T00:00:00Z,date_only,2026-08-17T16:55:16Z,https://keybank.wd5.myworkdayjobs.com/External_Career_Site/job/Brooklyn-OH/XMLNAME-2027-Summer-Key-Technology---Services--Cyber-Information-Security-Track-Internship--Cleveland_R-41384
workday:vanguard:/job/Charlotte-NC/College-to-Corporate-IT-Internship---Data-Analyst--NC-_177677-1,Vanguard,College to Corporate IT Internship - Data Analyst (NC),Summer 2027,False,,Internship,,Data & ML/AI,"Charlotte, NC",unknown,,,,2026-08-17T00:00:00Z,date_only,2026-08-17T22:16:41Z,https://vanguard.wd5.myworkdayjobs.com/vanguard_external/job/Charlotte-NC/College-to-Corporate-IT-Internship---Data-Analyst--NC-_177677-1
workday:vanguard:/job/Charlotte-NC/College-to-Corporate-IT-Internship---Data-Science--NC-_177682-1,Vanguard,College to Corporate IT Internship - Data Science (NC),Summer 2027,False,,Internship,,Data & ML/AI,"Charlotte, NC",unknown,,,,2026-08-17T00:00:00Z,date_only,2026-08-17T20:53:05Z,https://vanguard.wd5.myworkdayjobs.com/vanguard_external/job/Charlotte-NC/College-to-Corporate-IT-Internship---Data-Science--NC-_177682-1
workday:vanguard:/job/Malvern-PA/College-to-Corporate-IT-Internship---Data-Science--PA-_177680-1,Vanguard,College to Corporate IT Internship - Data Science (PA),Summer 2027,False,,Internship,,Data & ML/AI,"Malvern, PA",unknown,,,,2026-08-17T00:00:00Z,date_only,2026-08-17T20:53:05Z,https://vanguard.wd5.myworkdayjobs.com/vanguard_external/job/Malvern-PA/College-to-Corporate-IT-Internship---Data-Science--PA-_177680-1
ashby:replit:7e0dafe8-3eec-442e-aa76-a4d84d779fb1,Replit,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Foster City, CA",unknown,2,,,2026-08-15T18:49:00.242+00:00,exact,2026-08-15T18:59:37Z,https://jobs.ashbyhq.com/replit/7e0dafe8-3eec-442e-aa76-a4d84d779fb1
oracle:fa-ertb-saasfaprod1.fa.ocs.oraclecloud.com:26738,Photon,Software Engineering / AI Intern - US - Remote,Not stated,True,,Internship,yes,Data & ML/AI,United States,unknown,,,,2026-08-15,date_only,2026-08-15T23:47:56Z,https://fa-ertb-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/job/26738
ashby:notion:3fba1c39-c5cb-47d7-9ad2-1cec4d7e9d0c,Notion,Software Engineer Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"San Francisco, California",unknown,,$57/hr,Python; TypeScript; LLMs; React; Node.js,2026-08-14T19:07:13.459+00:00,exact,2026-08-14T19:50:41Z,https://jobs.ashbyhq.com/notion/3fba1c39-c5cb-47d7-9ad2-1cec4d7e9d0c
greenhouse:freeformfuturecorp:7872198003,Freeform,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,"Los Angeles, CA (On-site)",unknown,,$34/hr,C++; Linux,2026-08-14T20:52:46-04:00,exact,2026-08-15T02:02:40Z,https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7872198003
greenhouse:thenuclearcompany:5391923008,The Nuclear Company,Summer 2027 AI Applied Research Internship,Summer 2027,False,,Internship,,Data & ML/AI,"Washington, DC",citizens-only,,,Python; PyTorch,2026-08-14T17:06:17-04:00,exact,2026-08-14T21:14:54Z,https://job-boards.greenhouse.io/thenuclearcompany/jobs/5391923008
greenhouse:transmarketgroup:5212335007,TransMarket Group,Software Engineering Intern,Not stated,True,,Internship,,Software,"Chicago, Illinois, United States",unknown,,,Python; C++; Linux,2026-08-14T11:18:03-04:00,exact,2026-08-14T16:20:12Z,https://job-boards.greenhouse.io/transmarketgroup/jobs/5212335007?gh_jid=5212335007
oracle:hctz.fa.us2.oraclecloud.com:2506307,onsemi,Fall 2026 - Tax AI and Automation Intern,Fall 2026,False,,Internship,,Data & ML/AI,"Scottsdale, AZ, United States",unknown,,,,2026-08-14,date_only,2026-08-14T21:53:57Z,https://hctz.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/2506307
workday:crowe:/job/Chicago-IL-USA/AI-Project-Coordinator-Intern_R-71007,Crowe,AI Project Coordinator Intern,Not stated,True,,Internship,,Data & ML/AI,Chicago IL USA,unknown,37,$27–$42/hr,LLMs; Azure,2026-08-14T00:00:00Z,date_only,2026-08-14T16:20:12Z,https://crowe.wd12.myworkdayjobs.com/external_careers/job/Chicago-IL-USA/AI-Project-Coordinator-Intern_R-71007
workday:crowe:/job/Chicago-IL-USA/Data-Analytics-Developer-Intern_R-71041,Crowe,Data Analytics Developer Intern,Not stated,True,,Internship,,Data & ML/AI,Chicago IL USA,unknown,37,$27–$42/hr,SQL; Azure; Tableau,2026-08-14T00:00:00Z,date_only,2026-08-14T19:50:41Z,https://crowe.wd12.myworkdayjobs.com/external_careers/job/Chicago-IL-USA/Data-Analytics-Developer-Intern_R-71041
workday:firstam:/job/USA-California-Remote/Software-Engineering-Intern_R058260,First American,Software Engineering Intern,Not stated,True,,Internship,yes,Software,"USA, California, Remote",unknown,,,Python; C#; TypeScript; SQL; React; AWS; Kubernetes; Git,2026-08-14T00:00:00Z,date_only,2026-08-14T23:48:19Z,https://firstam.wd1.myworkdayjobs.com/firstamericancareers/job/USA-California-Remote/Software-Engineering-Intern_R058260
workday:firstam:/job/USA-California-Remote/Software-Engineering-Intern_R058261,First American,Software Engineering Intern,Not stated,True,,Internship,yes,Software,"USA, California, Remote",unknown,,,Python; C#; TypeScript; SQL; React; AWS; Kubernetes; Git,2026-08-14T00:00:00Z,date_only,2026-08-14T22:53:26Z,https://firstam.wd1.myworkdayjobs.com/firstamericancareers/job/USA-California-Remote/Software-Engineering-Intern_R058261
workday:generac:/job/Reno-NV---USA/Intern-Firmware-Engineering_JR16149,Generac,Intern Firmware Engineering,Not stated,True,,Internship,,Hardware,"Reno, NV - USA",unknown,,,Python; C++; Git,2026-08-14T00:00:00Z,date_only,2026-08-14T17:24:26Z,https://generac.wd5.myworkdayjobs.com/external/job/Reno-NV---USA/Intern-Firmware-Engineering_JR16149
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-105--400-Collins-Rd-NE--BLDG-105/Software-Engineering-Intern--Summer-2027-_01867129,RTX,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-105 ~ 400 Collins Rd NE ~ BLDG 105,no-sponsorship,,,Python; Java; C++; C#,2026-08-14T00:00:00Z,date_only,2026-08-15T02:02:40Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-105--400-Collins-Rd-NE--BLDG-105/Software-Engineering-Intern--Summer-2027-_01867129
workday:globalhr:/job/US-IA-CEDAR-RAPIDS-131--5450-C-Ave-NE--BLDG-131/Software-Engineering-Intern--Summer-2027-_01866136,RTX,Software Engineering Intern (Summer 2027),Summer 2027,False,,Internship,,Software,US-IA-CEDAR RAPIDS-131 ~ 5450 C Ave NE ~ BLDG 131,no-sponsorship,,,Python; C++,2026-08-14T00:00:00Z,date_only,2026-08-14T22:53:26Z,https://globalhr.wd5.myworkdayjobs.com/Private_Posting_No_TMP/job/US-IA-CEDAR-RAPIDS-131--5450-C-Ave-NE--BLDG-131/Software-Engineering-Intern--Summer-2027-_01866136
workday:motorolasolutions:/job/Plantation-FL/Android-Platform-Software-Engineering-Intern---Summer-2027_R67362-1,Motorola,Android Platform Software Engineering Intern - Summer 2027,Summer 2027,False,,Internship,,Software,"Plantation, FL, More...",citizens-only,,,Python; Java; C++; Linux,2026-08-14T00:00:00Z,date_only,2026-08-14T14:54:40Z,https://motorolasolutions.wd5.myworkdayjobs.com/Careers/job/Plantation-FL/Android-Platform-Software-Engineering-Intern---Summer-2027_R67362-1
workday:oneok:/job/Tulsa-OK/Cyber-Security-Intern---Tulsa--OK_R8449,ONEOK,"Cyber Security Intern - Tulsa, OK",Not stated,True,,Internship,,Security,"Tulsa, OK",unknown,,,,2026-08-14T00:00:00Z,date_only,2026-08-15T09:53:47Z,https://oneok.wd1.myworkdayjobs.com/ONEOK_Early_Careers/job/Tulsa-OK/Cyber-Security-Intern---Tulsa--OK_R8449
